func,start,end,is_cold,container_id,provider.request_id,blob.upload,blob.download,request_id,rep
train,1765747848.855069,1765747848.882302,False,724812af4c78,1e122cc3,0,5056,1e122cc3,0
generate,1765747847.846056,1765747847.870281,False,2e3894765f0e,1e122cc3,0,0,1e122cc3,0
